IDADE,TEMPO_NA_ONG,INDE_ANTERIOR,IAA_ANTERIOR,IEG_ANTERIOR,IPS_ANTERIOR,IDA_ANTERIOR,IPP_ANTERIOR,IPV_ANTERIOR,IAN_ANTERIOR,ALUNO_NOVO,GENERO,TURMA,INSTITUICAO_ENSINO,FASE,RISCO_DEFASAGEM,ANO_REFERENCIA,prediction
12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,2C,Pública,2C,1,2024,1
17.0,2,7.584483333,6.2,9.5,5.0,7.9,8.4375,8.2125,5.0,0,Feminino,5D,Pública,5D,1,2024,1
12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,2C,Pública,2C,0,2024,1
12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,2C,Pública,2C,1,2024,1
13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,2D,Pública,2D,1,2024,1
12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,2D,Pública,2D,0,2024,1
13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,2D,Pública,2D,1,2024,1
12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,2D,Pública,2D,1,2024,1
12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,2D,Pública,2D,0,2024,1
12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,2D,Pública,2D,0,2024,1
12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,2D,Pública,2D,0,2024,1
13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,2D,Pública,2D,1,2024,1
16.0,2,5.5425,0.0,7.0,5.63,4.5,6.875,7.46,5.0,0,Feminino,5F,Pública,5F,1,2024,1
12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,2G,Pública,2G,1,2024,1
13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,2G,Pública,2G,1,2024,1
11.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,2G,Pública,2G,0,2024,1
13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,2G,Pública,2G,1,2024,1
11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,2H,Pública,2H,0,2024,1
10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,2I,Pública,2I,0,2024,1
11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,2K,Pública,2K,0,2024,1
11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,2K,Pública,2K,0,2024,1
11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,2K,Pública,2K,0,2024,1
12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,2K,Pública,2K,0,2024,1
12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,2K,Pública,2K,1,2024,1
12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,2K,Pública,2K,1,2024,1
14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,2K,Pública,2K,1,2024,1
11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,2K,Pública,2K,0,2024,1
14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,2L,Pública,2L,1,2024,1
13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,2L,Pública,2L,1,2024,1
11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,2L,Pública,2L,0,2024,0
13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,2L,Pública,2L,1,2024,1
11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,2L,Pública,2L,0,2024,0
12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,2L,Pública,2L,1,2024,1
17.0,2,5.622266667,8.8,4.2,2.52,4.7,7.5,7.2925,5.0,0,Feminino,5D,Pública,5D,1,2024,1
12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,2L,Privada,2L,1,2024,1
12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,2L,Pública,2L,0,2024,1
9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,2L,Pública,2L,0,2024,1
12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,2M,Pública,2M,1,2024,1
11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,2M,Pública,2M,0,2024,1
11.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,2M,Pública,2M,0,2024,1
12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,2M,Pública,2M,0,2024,1
12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,2M,Pública,2M,0,2024,1
13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,2M,Pública,2M,1,2024,1
12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,2N,Pública,2N,0,2024,1
11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,2N,Pública,2N,0,2024,0
11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,2N,Pública,2N,0,2024,0
12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,2N,Pública,2N,1,2024,1
13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,2P,Pública,2P,1,2024,1
12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,2P,Pública,2P,1,2024,1
13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,2P,Pública,2P,1,2024,1
11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,2R,Pública,2R,0,2024,0
12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,2R,Pública,2R,1,2024,1
10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,2R,Pública,2R,0,2024,0
11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,2R,Pública,2R,0,2024,0
11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,2R,Pública,2R,0,2024,0
11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,2U,Pública,2U,0,2024,1
10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,2U,Pública,2U,0,2024,1
12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,2U,Pública,2U,1,2024,1
12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,2U,Pública,2U,0,2024,1
12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,2U,Pública,2U,1,2024,1
13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,3A,Privada,3A,0,2024,1
15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,3A,Pública,3A,1,2024,1
15.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,3A,Pública,3A,1,2024,1
15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,3A,,3A,0,2024,1
17.0,2,6.30695,7.9,7.7,2.52,4.5,7.8125,7.71,5.0,0,Feminino,5L,Pública,5L,1,2024,1
14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,3B,Pública,3B,1,2024,1
14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,3B,Pública,3B,1,2024,1
13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,3B,Pública,3B,0,2024,1
11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,3B,Pública,3B,0,2024,0
14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,3B,Pública,3B,1,2024,1
13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,3C,Pública,3C,0,2024,1
13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,3D,Pública,3D,0,2024,1
13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,3D,Pública,3D,0,2024,1
13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,3D,Pública,3D,0,2024,1
14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,3F,Pública,3F,1,2024,1
16.0,3,7.289966667,9.2,7.4,2.52,6.4,8.125,7.71,10.0,0,Feminino,7E,Privada - Programa de Apadrinhamento,7E,0,2024,0
13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,3F,Pública,3F,0,2024,1
14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,3F,Pública,3F,1,2024,1
15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,3H,Pública,3H,1,2024,1
14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,3I,Pública,3I,0,2024,1
13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,3I,Pública,3I,0,2024,0
13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,3I,Pública,3I,0,2024,0
15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,3I,Pública,3I,1,2024,1
14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,3I,Pública,3I,1,2024,1
13.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,3K,Pública,3K,0,2024,1
13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,3K,Pública,3K,0,2024,1
14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,3M,Pública,3M,1,2024,1
13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,3M,Pública,3M,0,2024,1
16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,3M,Pública,3M,1,2024,1
14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,3M,Pública,3M,1,2024,1
14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,3M,Pública,3M,1,2024,1
12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,3N,Pública,3N,0,2024,1
14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,3N,Pública,3N,0,2024,1
14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,3N,Pública,3N,1,2024,1
13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,3N,Pública,3N,0,2024,1
15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,3N,Pública,3N,1,2024,1
18.0,2,6.318991667,7.9,8.1,5.0,4.4,7.03125,6.5875,5.0,0,Masculino,8F,Privada *Parcerias com Bolsa 100%,8F,0,2024,1
15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,3P,Pública,3P,1,2024,1
15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,3P,Pública,3P,1,2024,1
13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,3P,Pública,3P,0,2024,1
13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,3R,Pública,3R,0,2024,1
15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,3R,Pública,3R,1,2024,1
13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,3R,Pública,3R,0,2024,1
14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,3U,Pública,3U,0,2024,1
14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,3U,Pública,3U,0,2024,1
16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,4A,Pública,4A,1,2024,1
15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,4A,Pública,4A,1,2024,1
14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,4A,Privada,4A,0,2024,1
16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,4A,Pública,4A,1,2024,1
16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,4B,Pública,4B,1,2024,1
15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,4B,Pública,4B,1,2024,1
15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,4B,Pública,4B,1,2024,1
16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,4B,Pública,4B,1,2024,1
17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,4B,Pública,4B,1,2024,1
16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,4B,Pública,4B,1,2024,1
15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,4B,Pública,4B,1,2024,1
17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,4B,Pública,4B,1,2024,1
14.0,3,7.879008333,7.1,9.9,2.52,6.8,8.59375,8.63,10.0,0,Feminino,5N,Privada - Programa de Apadrinhamento,5N,0,2024,0
16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,4B,Pública,4B,1,2024,1
16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,4B,Pública,4B,1,2024,1
15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,4C,Pública,4C,1,2024,1
16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,4C,Pública,4C,1,2024,1
16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,4C,Pública,4C,1,2024,1
16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,4C,Pública,4C,1,2024,1
16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,4C,Pública,4C,1,2024,1
16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,4C,Pública,4C,1,2024,1
13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,4F,Pública,4F,0,2024,1
16.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,4F,Pública,4F,1,2024,1
15.0,3,7.297425,7.1,9.0,2.52,6.0,8.28125,7.545,10.0,0,Feminino,5M,Privada - Programa de Apadrinhamento,5M,0,2024,0
16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,4F,Pública,4F,1,2024,1
16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,4H,Pública,4H,1,2024,1
15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,4H,Pública,4H,1,2024,1
15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,4H,Pública,4H,1,2024,1
15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,4L,Pública,4L,1,2024,1
15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,4L,Pública,4L,1,2024,1
15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,4L,Pública,4L,1,2024,1
16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,4L,Pública,4L,1,2024,1
14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,4L,Pública,4L,0,2024,1
15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,4M,Pública,4M,1,2024,1
15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,4N,Pública,4N,1,2024,1
16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,4N,Pública,4N,1,2024,1
15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,4N,Pública,4N,1,2024,1
15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,4N,Pública,4N,1,2024,1
16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,4N,Pública,4N,1,2024,1
14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,4R,Pública,4R,0,2024,1
17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,4R,Pública,4R,1,2024,1
16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,4R,Pública,4R,1,2024,1
15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,5B,Pública,5B,0,2024,1
17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,5B,Pública,5B,1,2024,1
17.0,3,6.598266667,8.8,8.3,2.52,5.0,8.125,7.46,5.0,0,Feminino,5L,Privada - Programa de Apadrinhamento,5L,1,2024,1
17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,5B,Pública,5B,1,2024,1
17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,5C,Pública,5C,1,2024,1
15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,5C,Pública,5C,0,2024,1
16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,5C,Pública,5C,1,2024,1
16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,5C,Pública,5C,1,2024,1
16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,5D,Pública,5D,1,2024,1
17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,5D,Pública,5D,1,2024,1
16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,5D,Pública,5D,1,2024,1
15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,5D,Pública,5D,0,2024,1
17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,5F,Pública,5F,1,2024,1
15.0,3,6.250166667,0.0,7.3,2.52,5.8,8.125,7.795,10.0,0,Feminino,5L,Privada - Programa de Apadrinhamento,5L,0,2024,0
17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,5F,Pública,5F,1,2024,1
17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,5F,Pública,5F,1,2024,1
18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,5F,Pública,5F,1,2024,1
17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,5G,Pública,5G,1,2024,1
16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,5L,Pública,5L,1,2024,1
15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,5M,Pública,5M,0,2024,1
17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,5M,Pública,5M,1,2024,1
16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,5M,Pública,5M,1,2024,1
17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,5M,Pública,5M,1,2024,1
15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,5M,Pública,5M,0,2024,1
16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,5N,Pública,5N,1,2024,1
17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,5N,Pública,5N,1,2024,1
16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,5N,Pública,5N,1,2024,1
17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,6A,Pública,6A,0,2024,1
18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,6A,Concluiu o 3º EM,6A,1,2024,1
17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,6A,Pública,6A,0,2024,1
16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,6A,Pública,6A,0,2024,1
17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,6A,Pública,6A,1,2024,1
16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,6A,Pública,6A,0,2024,1
17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,6A,Pública,6A,1,2024,1
16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,6L,Privada - Programa de Apadrinhamento,6L,0,2024,1
17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,6L,Privada,6L,1,2024,1
16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,6L,Pública,6L,0,2024,1
21.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,8B,Privada,8B,0,2024,1
21.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,8B,Privada,8B,0,2024,1
20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,8D,Privada,8D,0,2024,1
20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,8E,Privada,8E,0,2024,0
23.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,9,Privada,9,0,2024,1
22.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,9,Bolsista Universitário *Formado (a),9,0,2024,1
21.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,9,Bolsista Universitário *Formado (a),9,0,2024,1
17.0,3,5.638666667,0.0,8.2,2.52,5.8,6.875,6.9625,5.0,0,Masculino,5L,Privada,5L,1,2024,1
23.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,9,Privada,9,0,2024,1
21.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,9,Privada,9,0,2024,1
23.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,9,Bolsista Universitário *Formado (a),9,0,2024,1
22.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,9,Privada,9,0,2024,1
21.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,9,Bolsista Universitário *Formado (a),9,0,2024,1
23.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,9,Privada,9,0,2024,1
21.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,9,Bolsista Universitário *Formado (a),9,0,2024,1
22.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,9,Privada,9,0,2024,1
22.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,9,Bolsista Universitário *Formado (a),9,0,2024,1
23.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,9,Privada,9,0,2024,1
16.0,3,7.583433333,6.7,9.2,2.52,7.3,8.125,7.795,10.0,0,Feminino,5L,Privada - Programa de Apadrinhamento,5L,0,2024,0
22.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,9,Privada,9,0,2024,1
22.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,9,Bolsista Universitário *Formado (a),9,0,2024,1
22.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,9,Privada,9,0,2024,1
20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,9,Bolsista Universitário *Formado (a),9,0,2024,1
22.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,9,Bolsista Universitário *Formado (a),9,0,2024,1
21.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,9,Privada,9,0,2024,1
22.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,9,Privada,9,0,2024,1
20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,9,Bolsista Universitário *Formado (a),9,0,2024,1
21.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,9,Privada,9,0,2024,1
21.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Masculino,9,Bolsista Universitário *Formado (a),9,0,2024,1
16.0,3,8.105583333,7.5,8.9,6.26,8.1,8.4375,7.4625,10.0,0,Masculino,7E,Privada *Parcerias com Bolsa 100%,7E,0,2024,0
24.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,9,Bolsista Universitário *Formado (a),9,0,2024,1
21.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feminino,9,Bolsista Universitário *Formado (a),9,0,2024,1
18.0,3,7.806141667,8.8,9.9,5.0,7.9,7.96875,7.8375,5.0,0,Feminino,6L,Privada - Programa de Apadrinhamento,6L,1,2024,1
22.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1,Masculino,8E,Privada - Pagamento por *Empresa Parceira,8E,0,2024,0
